"","Progress","Finished","RecordedDate","UserLanguage","ParticipantID","consent","age","gender","country","teach.age_1","teach.age_2","teach.age_3","teach.age_4","teach.age_5","teach.age_6","teach.age_6_TEXT","teach.school","teach.school_5_TEXT","teach.subject_1","teach.subject_2","teach.subject_3","teach.subject_4","teach.subject_5","teach.subject_6","teach.subject_7","teach.subject_8","teach.subject_9","teach.subject_10","teach.subject_10_TEXT","gators_RA1","gators_RA2","gators_RA3","gators_RA4","gators_RA5","gators_RA6","gators_RA7","gators_RA8","gators_RA9","gators_RA10","gators_RA11","gators_RA12","gators_RA13","gators_RA14","gators_RA15","gators_RA16","gators_RA17","gators_RA18","gators_RA19","gators_RA20","gators_pp","gators_pn","gators_sp","gators_sn","priorcontact.industrobot","priorcontact.domestrobot","priorcontact.socialrobot","priorcontact.otherrobot","priorcontactamount.industrobot","priorcontactamount.domestrobot","priorcontactamount.socialrobot","priorcontactamount.otherrobot","videos.amount","movies.amount","movies_seen","robots.skepticism","robot.risk_1","robot.risk_2","robot.risk_3","risk.mitigation_1","risk.mitigation_2","risk.mitigation_3","robot.benefit_1","robot.benefit_2","robot.benefit_3","benefit.mitigation_1","benefit.mitigation_2","benefit.mitigation_3","usecases.education","robot","robot_type","familiarrobot","familiarobjec","safety","competence","comfortable","friendliness","creepycute","badgood","physicalwarm","socialwarm","humanform","humanmotion","socialcompetence","socialness","socialintelligence","intelligence","ranksafety","rankcompetence","rankcomfortable","rankfriendliness","rankcreepycute","rankbadgood","rankphysicalwarmth","ranksocialwarmth","rankhumanform","ranksocialcompetence","ranksocial","ranksocialintelligence","rankintelligence","suitmath","suitdifftask","suitread","suitart","suitother","suitchildren","suitadults","suitageneither","why_age","suitindividual","suitgroups","suitindivgroupneither","why_group","suitteacher","suittutor","suitpeer","suitnovice","why_role","favoriteteacher1st","favoriteteacher2nd","favoriteteacher3rd","favoritestudent1st","favoritestudent2nd","favoritestudent3rd","Views","Viewssuit","totalviews","addthoughts","attentioncheck1","attentioncheck2","source"
"68",100,"True","02.04.24 11:08","EN","45012","1",65,"2","United Kingdom",1,1,1,0,0,0,"","Public school","",1,1,1,1,1,1,0,0,1,0,"",4,3,2,2,4,6,3,2,5,2,6,6,5,6,4,5,4,6,5,5,3,3.6,5.4,5,0,0,0,0,NA,NA,NA,NA,"1","3",11,"3","less human interaction for younger children","less human control over content taught","","Robots used in groups rather than individuals interacting with them","Overarching responsibility, control over curriculum taught by humans","","students becoming more aware of and able to deal with robotics","Helping reduce teacher workload","","Specific lessons on robotics, programming etc","Specific jobs reserved for robots - where they are as effective as humans","","Monitoring students
Planning lessons
Collection and graphing of data","baxter","1",1,1,71,41,14,19,9,52,21,21,17,34,8,16,29,43,"6","2","9","9","9","11","9","7","3","2","7","1","3","59","13","12","58","teaching recycling/sorting activities","1","1","0","robots which look like toys/cuddly toys are more suitable for young children - more human like robots could be used for both as both adults and children could relate to them","0","1","0","the more human like would maybe be a bit overpowering for one individual. some of the smaller robots seem to be made for one to one or small groups only as it's difficult to see a group interacting with them. those that are suitable for both might work in small groups as well as individually but this is hard to judge not knowing the capabilities of these robots","1","0","0","0","Again this is very difficult to assess without knowing the capabilities of the robots but the ones being taught by the pupils seem either to be programmable by the students or would act as another student for the child to teach.
those that work on tasks seem to be able to interact with the students as they are learning.","0","0","0","0","0","0",1,1,2,"I found it quite difficult to judge some of these robots without knowing more about what they were capable of","passed","passed","prolific"
"69",100,"True","02.04.24 11:12","EN","97738","1",39,"1","UK",0,0,0,1,1,0,"","Public school","",0,1,0,0,0,0,0,0,0,0,"",4,3,3,3,3,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,3.2,4.6,4.6,5,0,1,0,0,NA,4,NA,NA,"3","3",6,"2","Losing the benefits of human connection / the 'human touch'","Students becoming scared and/or disillusioned","Teachers feeling undermined or useless","Being used in minimal amounts","Proper training and supervision","Teachers being in control of the robots","","","","","","","I can't see a way that they would be beneficial. I think human connection is so important. Especially when it comes to young people.","baxter","1",4,3,44,3,28,3,18,38,2,11,3,4,3,3,15,4,"9","3","11","7","5","9","11","10","4","4","5","4","4","1","1","1","1","no","0","1","0","The ones in the childrens category look like childrens TV characters. The ones in the neither category look very creepy. The one in the adult category looks too boring to keep children engaged.","1","1","0","I see no reason why all of them couldn't be used in groups or by an individual","0","0","0","1","The robots should always be subordinate to humans","0","0","0","0","0","0",1,1,2,"no","passed","passed","prolific"
"70",100,"True","02.04.24 11:18","EN","28301","1",76,"1","USA",0,0,0,0,1,0,"","Public school","",0,1,1,1,0,0,0,0,0,0,"",5,6,4,6,6,2,3,2,2,3,6,6,6,6,5,4,4,2,6,5,5.4,2.4,5.8,4.2,0,0,1,0,NA,NA,2,NA,"1","2",7,"4","If the robot was to get of out control the teacher and school likely would be held liable.","Might increase insurace premiums.","Some folks (students, parents) may be robot phobic.","Deep research by system purchasing re history like some of googles self driving cars have gone rogue. ","Look at how liability can be controlled by purchaser of robot.","Purchaser see if there are tools to reduce robot AI phobias.","No doubt will be wave of future more experience better for workforce society.","As mentioned before can do dangerous work. Learn how they can be applied to this.","Save time especially on repetitive tasks. Teach how to make this happen more effectively.","Show progress of automation and how robots fit into this. Have teachers and students brainstorm this process.","Teahers seek out those already using robot to reduce risk to humans.","Get warenhouse videos of robot quickly doing the dull work and how it stops repetitive motion injuries.","Already are grading papers. Labs to help student learn building and repair of robots. Have robot tutors to help students with subjects and reduce resistance to their use.","baxter","1",22,25,40,28,37,28,28,47,22,23,37,28,26,23,20,29,"12","8","8","12","12","12","12","3","7","11","12","12","10","8","7","7","7","Handing acids or bio hazards.","0","1","0","It was mostly an intuitive process the ones that seem goofy or useless to me, went to neither the ones that seem particularly fuzzy, but not particularly bright children. The ones that seem to be the most possibly threatening I put for adults, and the ones that were sort of in between being warm and fuzzy and looking somewhat human like and softly intelligent, I put for both.","1","1","0","Again, it's mostly intuitive, but neither just seem like they were kind of not very helpful or useful, seem like they were more normal instructors so they would be for groups or individuals. Either one, they really soft and fuzzy ones seem like it would be easier for one person develop kind of a personal relationship with them if they weren't in a group.","0","1","0","0","Well, I was kind of hard to differentiate between tutor and teacher tells people about things their students about things because they seem to be similar functions so I just kinda had to intuitively drop them into those Bailey wicks work with others. Bear seemed like really cuddly, encouraging, and the novice ones just seemed like they weren't very bright and could use them and help but they were approachable.","0","0","0","0","0","0",3,1,4,"No thanks, but: Thanks for letting me participate and thanks for adding to our body of knowledge. :) ","passed","passed","prolific"
"71",100,"True","02.04.24 11:20","EN","30929","1",49,"2","United kingdom",1,1,1,0,0,0,"","Public school","",1,1,0,1,0,1,0,0,0,0,"English",4,3,4,4,2,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,3.4,4.2,5,5,0,1,0,0,NA,3,NA,NA,"3","4",15,"3","May harm children's social emotional development","Can't adapt to the learning style of every individual","High cost","Use for trial period before prolonged use of commitment by a school","","","Encourage logical thinking","Increase collaboration sociologists children's confidence in digital skills","Encourage creativity and innovation","Increased use by teachers to do administration jobs in the profession could free time up to do more intervention","","","As tutors or additional teaching assistant s who can increase engagement, practice language learning, r
Tell stories and.inspire language and social skills","baxter","1",60,57,57,63,36,52,32,50,37,38,54,55,39,40,62,75,"11","5","12","4","12","6","5","8","2","1","4","8","10","76","24","73","71","Classroom equipment","1","1","0","I feel that the look and format of the you robots are definitely more suited to children, but also the human element of the look of the robots suits adult and children","1","1","0","The robots in both look like they could command an audience","0","1","0","0","The soft you like robots would support children who need one to one inout","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"72",100,"True","02.04.24 11:31","EN","13418","1",46,"2","England",1,1,1,0,0,0,"","Public school","Primary School",1,1,1,1,1,1,1,0,1,0,"English; Geography; History",3,4,4,5,4,2,3,2,2,2,2,5,5,4,5,5,6,3,6,6,4,2.2,4.2,5.2,1,1,1,1,3,4,4,4,"2","5",14,"4","Risk of damage to the robot from excited children","Loss of jobs due to the robot taking over","Loss of humanity and interactions human to human as children are now on screens far too much and social skills are diminishing greatly.","gradual introduction starting with younger children o that robots become the norm.","Not sure as robots can clean sites accurately","Limit use. Ensure screen use is limited in school and at home","Understanding of progress.
Menial tasks could be completed - paperwork and assessments, giving more time for teachers to teach and interact with pupils","More thorough cleans; larger man power.","Application of knowledge beyond that of a teacher - specialist knowledge.","Children experience progress in electronics first hand, preparing them for life to come.

","More work can be completed in the same amount of time. People with injuries / disabilities can be helped. Less man-hours lost due to illness.","Reduces the cost to schools to pay specialist teachers to teach certain areas of the curriculum.","Carry out more detailed experiments. Play games. Model behaviours and social interactions. Teach specific knowledge that usually requires a specialist in the subject. Correct mistakes. ","baxter","1",1,100,50,51,55,17,1,51,1,1,1,1,51,19,25,49,"12","4","12","12","10","12","12","12","5","11","12","12","4","63","1","19","73","Fixing","0","0","1","Teddy like will appeal to younger children. More modern for older children and adults.","0","1","0","LArger robots can be used in different situations. SMaller robots are more suited to one on one jobs with individual children","1","0","0","0","Teacher and tutor robots could do the same roll. Cuter robots more suited for children to work with or teach things to","0","0","0","0","0","0",2,1,3,"No","passed","passed","prolific"
"73",100,"True","02.04.24 11:37","EN","55580","1",36,"2","United Kingdom",0,0,1,0,0,0,"","Public school","",1,1,0,0,0,1,0,0,0,0,"",4,4,2,4,2,6,5,2,2,2,2,6,3,5,3,6,7,6,6,5,3.2,3.4,3.8,6,0,0,0,0,NA,NA,NA,NA,"1","1",1,"2","Costly","Take away people's jobs","Safeguarding risk /may give inappropriate responses ","Don't know how to reduce cost! ","Can take on the more routine jobs and free people up to do more complicated tasks rather than being replaced by the robots ","Training for the robot to mitigate any safeguarding risks","Children will be very engaged by them","Might do the more mundane routine jobs for us ","","Would need training on the benefits of robots and who would be responsible for it ","Robots would need to be adaptable as educational settings are ever changing and staff have to be very flexible ","Would need to know costs of using, and wouldn't want them taking away from people's jobs","Could sweep the lunch hall after lunch, serve lunches to free up the dinner ladies, monitor children on the playground to make sure they are being safe, serve tea and coffee, be a partner for a child who does not have one in PE eg playing a game with children at break time, teach small groups eg phonics interventions","baxter","1",14,65,10,52,10,17,5,18,10,7,6,11,12,19,11,49,"7","2","6","7","4","8","11","6","7","3","6","3","5","69","32","55","32","Nothing else","0","1","0","All the fluffy cuter ones are more for children, the more realistic looking robots for both and then the scarier looking ones just for adults","0","1","0","Smaller robots for one person, bigger robot for group setting","1","0","0","0","More realistic robots have more presence and I think better suited to teaching. The smaller, cuter fluffier robots are better one to one with a child to support them with a task","0","0","0","0","0","0",1,1,2,"The survery took longer than anticipated but the subject is really interesting! Thanks :)","passed","passed","prolific"
"74",100,"True","02.04.24 11:48","EN","46016","1",37,"2","Greece",1,0,0,0,0,0,"","Public school","",1,1,1,0,1,1,0,0,0,0,"",6,6,5,1,1,6,4,2,2,4,6,6,4,6,6,5,4,6,6,5,3.8,3.6,5.6,5.2,0,0,0,0,NA,NA,NA,NA,"4","3",5,"4","Dependency on Technology: More reliance on social robots for educational purposes could diminish human educators' role. Suppose students become overly dependent on robots for learning and support. In that case, they may miss out on valuable interactions with human teachers and peers, which are essential for social and emotional development.","Ethical Concerns: The use of social robots in education raises various ethical concerns, including issues related to privacy, data security, and algorithmic bias. There is a risk that sensitive student data collected by robots could be compromised or misused, leading to privacy violations or discrimination. Additionally, if social robots are not designed and programmed with careful consideration of ethical principles, they could perpetuate biases or stereotypes in their interactions with students.","","Human-Robot Collaboration: Rather than replacing human educators, social robots could be designed to complement and support the work of teachers in the classroom. By fostering collaboration between human teachers and robots, educators can ensure that students receive a balanced learning experience that incorporates the benefits of both human and artificial intelligence.","Ethical Guidelines and Oversight: Development and implementation of clear ethical guidelines and regulations governing the use of social robots in education are essential for safeguarding student privacy, data security, and fairness. Educators, policymakers, and technology developers should work together to establish and enforce ethical standards for social robot design, deployment, and use in educational settings.","","Personalized Learning: Social robots can adapt their interactions based on the individual needs and preferences of students. Through data collection and analysis, they can tailor content and pacing to suit each student's learning style, thereby providing a more personalized learning experience.","","","Collaboration between Educators and Technologists: Educators and technologists need to collaborate closely to ensure that social robots are designed and programmed to align with educational goals and pedagogical principles. This collaboration can involve educators providing insights into learning objectives and instructional strategies, while technologists contribute their expertise in robotics and artificial intelligence.","","","Social robots can be utilized in various educational contexts and activities, including:

Personalized Learning Support: Social robots can provide personalized learning support to students by adapting to their individual learning styles, preferences, and pace. For example, robots could assist students with homework assignments, provide additional explanations or practice exercises tailored to their needs, and offer real-time feedback and encouragement to enhance their understanding and mastery of academic concepts.

Interactive Learning Experiences: Social robots can facilitate interactive learning experiences that engage students in hands-on activities, simulations, and educational games. For instance, robots could lead interactive storytelling sessions, guide students through virtual experiments or simulations, and facilitate collaborative problem-solving tasks that promote critical thinking and creativity.

Social and Emotional Skills Development: Social robots can support the development of social and emotional skills in students by providing opportunities for practice and reinforcement in a supportive and non-judgmental environment. For example, robots could engage students in role-playing scenarios to help them practice effective communication, conflict resolution, and empathy skills. Additionally, robots could serve as social companions or mentors, providing emotional support and encouragement to students as they navigate academic challenges and transitions.","baxter","1",31,41,57,65,49,63,66,64,51,49,34,37,46,51,50,59,"6","11","11","11","9","11","9","11","4","10","4","12","4","28","18","31","26","Nothing","0","0","1","I prefer the animals for the children because when I use them as puppets during my lessons, they love them. For the adults I prefer the actual robots, because I believe they won't be distracted as much as with the animals. For the category ""Both"" I chose them because they were cute enough for the children and they won't be any distractions for the adults. For the category ""Neither"", I chose this robot, because it is scary for both adults and children.","0","0","1","The animal robots are best suitable for one person, because the children way want to play with it. The actual robots are best suitable for group setting because they don't seem like toys. For the category ""Both"" I did not choose anything. For the category ""Neither"" I picked this robot, because it is scary and not suitable for one-person or group setting.","1","0","0","0","I picked the animals for the category ""Novice/Tutee"", because they can de ""close"" to the student. For the category ""teacher"" I chose the actual robots, because the do not seem like toys and the children might see them as teacher.","0","0","0","0","0","0",1,1,2,"Interesting study","passed","passed","prolific"
"75",100,"True","02.04.24 11:49","EN","45372","1",48,"2","Portugal",0,0,1,1,0,0,"","Public school","",1,0,0,0,0,0,0,0,0,0,"",4,5,4,4,1,3,5,4,4,7,7,6,5,7,6,5,7,6,6,6,3.6,4.6,6.2,6,0,1,0,0,NA,5,NA,NA,"2","3",9,"3","
lack of a teaching method suited to technology","
high costs","","","To use robot software and hardware, classrooms must be equipped with high-quality infrastructure to use electricity and Internet connections.","","Stimulates creativity. Technology is full of discoveries and thinking about possible solutions stimulates the imagination.","Awakens interest in science and technology","makes learning more attractive","Technology is full of discoveries and thinking about possible solutions stimulates the imagination. When practiced in different ways, to solve multiple problems and challenges, knowledge is expanded and creativity is enhanced.","","When challenged, students strive to seek solutions by applying the theoretical knowledge acquired, rather than absorbing learning passively.","robots can be used as teaching assistants, tutors or companions for students with learning difficulties.","baxter","1",1,0,33,52,15,1,55,50,1,0,1,1,1,1,1,1,"12","10","10","10","10","10","10","10","2","10","10","10","3","9","10","8","8","no","0","1","0","some are creepy for children","0","0","1","Cute robots can be for only one person","0","0","0","0","none of them","0","0","0","0","0","0",1,1,2,"no","passed","passed","prolific"
"76",100,"True","02.04.24 11:53","EN","14193","1",41,"2","United Kingdom",1,1,1,0,0,0,"","Public school","",1,1,0,1,0,1,0,0,0,0,"",5,5,3,2,1,4,4,1,2,5,5,5,5,6,5,3,5,3,4,4,3.2,3.2,5.2,3.8,0,0,1,NA,NA,NA,3,NA,"1","2",4,"2","no social interaction","taking away autonomy of teachers","","no","","","reduced workload - e.g. producing reports, marking things. ","making things more personal for individuals 
- especially beneficial for large groups of children. ","time saving - jobs that are paperwork heavy can be done","as robots learn and advance they will have a large bank of information and ideas.  ","","","not sure - perhaps to help children develop social skills but am unsure of how this will actually work and benefit children. ","baxter","1",29,24,42,37,48,41,50,53,5,31,51,31,49,37,42,41,"3","3","8","9","9","9","9","4","4","4","3","4","4","5","1","6","6","No not suitable for classrooms ","0","1","0","The childrens ones are toy like. The yellow blob I don't like. the adult/ both are more human like. ","0","0","1","The individual ones are more like cuddly toys. ","1","0","0","0","The more human like for teaching. The more toy like to be taught by children ","0","0","0","0","0","0",3,1,4,"This took a long time to complete!
It was interesting but not a very user friendly survey. The videos could have been better","passed","passed","prolific"
"77",100,"True","02.04.24 11:58","EN","19995","1",45,"2","United Kingdom",1,1,0,0,0,0,"","Public school","State school",0,0,0,0,0,0,0,0,0,1,"Primary education ",5,4,5,5,3,2,2,2,2,2,5,6,5,4,5,5,3,2,5,4,4.4,2,5,3.8,0,1,1,1,NA,5,4,4,"1","1",14,"4","Popups","Going off the content given","Lack of supervision ","Programmers need to ensure age appropriate content","School should ensure pupils only access their own content using passwords","","Frees teachers to work with small groups","Allows children to work from home","","You would need to ensure that data protection was adhered to","Government and teachers need to collaborate to ensure educational benefits are met","Programmers need to ensure content is suitable for children","Reading in the morning by teaching phonics. Helping with social skills, not sure how. Handwriting activities. ","baxter","1",1,1,50,2,2,1,50,11,1,3,5,1,2,1,2,10,"10","11","11","11","8","10","11","12","3","11","12","6","12","2","5","3","0","No","0","0","1","I’m not really sure that low level cute robots have any educational value. The more human ones seem to have a more intelligent range that maybe useful if programmed correctly. ","0","0","1","Some robots have more intelligence so could be used for groups ","0","0","1","0","Not really I am guessing on the robots 8ntelligence","0","0","0","0","0","0",1,1,2,"No thank you","passed","passed","prolific"
"78",100,"True","02.04.24 11:59","EN","50796","1",29,"2","Spain",0,0,0,1,1,0,"","Public school","",1,0,0,0,0,0,0,0,0,0,"",5,4,4,4,5,3,2,4,4,2,5,5,5,4,5,3,5,4,4,4,4.4,3,4.8,4,0,1,0,1,NA,4,NA,4,"3","4",8,"3","Less jobs for teachers, as robots would eventually replace at least part of the educators of each high school.","Lost of prestige in the sector (""anyone can teach  these days"").","","The responsible for these risks not to happen would be, again, the Education Ministry. It would have to make sure that teachers are not replaced but assisted in their everyday tasks. This would also solve the second risk.","","","As an assistant in the teaching process. It would be easier to take care of all the students' needs (as having another teacher with you).","As an assistant planning classes, especially for those classes in which there are several levels.","As an assistant in the assessment process (assigning grades, calculating marks, etc).","In these three cases, teachers would have less workload in general. Moreover, the benefits would be plenty for the Education Ministry, since less teachers would be needed and, consequently, less wages would have to be paid. In order to achieve these benefits, robots would have to be trained as education professionals, which would require a lot of formation and preparation (leaving technological advances aside, of course).","","","As I have mentioned, assisting in class, in the preparation of classes, or during the assessment process. I think it would be more difficult to go as far as reaching the teaching stage itself (i.e., robots giving a class) or at least carrying the whole teaching process.","baxter","1",0,43,50,80,48,35,52,47,35,24,27,36,24,24,47,67,"1","1","7","7","7","7","9","8","4","9","9","7","1","68","16","10","67","Games","1","1","0","In the children category, robots are more toy-like. In the both category, I have chosen those that are friendly, but also useful. In the neither category, I have chosen those that are disturbing and useless (in my opinion).","1","1","0","In the one person category, I think these robots would be used to comfort someone, so I think they cannot be shared at a specific moment. However, in the both category, robots can be employed in several ways, both for one person or more people.","0","1","0","0","In the first categories, robots are more complex and they can teach and/or assist. In the third and fourth categories, robots are simpler and they could be used to be taught.","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"79",100,"True","02.04.24 12:06","EN","83210","1",57,"2","Poland",0,0,0,1,0,0,"","Public school","",1,0,0,1,0,0,0,0,0,0,"",5,4,5,4,6,2,4,2,2,2,6,6,6,6,6,5,4,5,5,4,4.8,2.4,6,4.6,0,1,1,NA,NA,4,3,NA,"2","2",5,"4","In certain situations and when teaching, the robot could replace the teacher","Students would like to have classes with robots more, they could be more interesting","A better student-robot relationship than teacher-student
","Better preparation of the teacher in terms of content","Greater teacher effort","Better relationships with students, understanding their needs and problems","more interesting activities","new ideas that I don't have","you have to move with the times, it fascinates young people and leads to creativity","Schools would have to be financed more, the state should allocate more money for this","","","Robots with knowledge in a specific field to use in classes, robots teaching interpersonal interactions","baxter","1",63,61,60,51,51,46,52,52,43,45,32,24,47,49,44,39,"12","12","10","10","12","10","10","12","7","12","11","12","12","47","7","8","7","it can be used in technology lessons","0","1","0","First of all, I focus on appearance, they need to look more friendly to children","0","0","1","The animal's appearance is for a single person, those that gesticulate more are for a larger group","0","0","0","1","I sorted them by appearance, the human-like ones are teachers, the less conspicuous ones are novices","0","0","0","0","0","0",1,1,2,"no","passed","passed","prolific"
"80",100,"True","02.04.24 12:21","EN","89948","1",41,"1","Greece",0,0,0,0,1,0,"","Public school","",0,1,1,0,0,0,0,0,0,0,"",4,4,4,4,2,3,4,4,3,2,7,7,5,6,5,5,5,6,6,5,3.6,3.2,6,5.4,0,1,0,1,NA,3,NA,2,"3","3",6,"2","loss of human contact in a degree","a robot can be too blunt as an education tool","no feelings, not artistic enough","social robots in educational contexts must be used as an aid, not substitute people","right programming can help on this","minimal usage of robots","pupils excitement with technology is gonna be a beneficial factor.","a knowledgeable robot with access to a large database can give plenty of information  ","a robot can be unbiased to all","making attractive as a presence can high the excitement of pupils","Access to the right data, programming the robot to filter information ","programming the robot so its attitude be unbiased. ","As a database which can answer questions with details with info that a man is difficult to remember. As a helper in some activities. As a presenter on educational contexts","baxter","1",40,38,18,51,21,17,15,46,29,23,65,37,26,16,24,20,"12","2","12","10","11","7","12","12","4","11","10","5","5","3","1","3","3","no, it seems to mechanical to be in a classroom, maybe in a laboratory is ok","0","1","0","first of all their appearance is crucial. Secondly if they can perform what is needed for each category i suppose. ","0","0","1","i was thinking the way they move and how much attention they can get. ","0","1","0","0","how friendly they look, how serious their appearance look were my criteria","0","0","0","0","0","0",1,1,2,"take care","passed","passed","prolific"
"81",100,"True","02.04.24 12:29","EN","88466","1",35,"2","Spain",0,0,0,0,1,1,"18+","Public school","",0,1,0,0,0,0,1,0,0,0,"",1,1,1,2,1,7,6,6,7,6,1,1,2,1,2,7,7,7,7,7,1.2,6.4,1.4,7,0,0,0,0,NA,NA,NA,NA,"1","2",3,"1","Students being to lazy to do anything because the robot can do it better.","Distractions in class","Not being able to consider students' emotions","Show them that a robot is a mean not the answer.","Use them for very short periods of time or not at all.","Not solution","","","","","","","To give the instructions of a group activity, but used very rarely.","baxter","1",0,0,12,10,0,0,14,35,0,0,0,0,0,0,0,48,"10","3","2","12","9","2","12","12","3","4","4","3","3","0","0","0","51","No","1","1","0","The cute ones are for children. The most advanced for adults. Then I put in ""neither"" the ones I don't think they have value.","0","1","0","I put into the ""Neither"" category those that I think I wouldn't use with anyone. For group setting are those used for demonstrations.","0","0","1","0","Those that can speak are the ""teachers""","1","0","0","0","0","1",1,1,2,"","passed","passed","prolific"
"82",100,"True","02.04.24 12:37","EN","40790","1",42,"1","United Kingdom",0,0,0,0,1,0,"","Private school","",0,1,0,0,0,0,0,0,0,0,"",5,5,2,5,1,2,2,1,2,4,6,6,6,6,5,4,5,5,5,3,3.6,2.2,5.8,4.4,0,1,1,0,NA,4,4,NA,"1","1",11,"4","If the robot is hacked it may end up teaching something wrong to students","The robot could end up being relied on by students and diminish their problem solving ","Cost of implementing this this be me extreme for smaller schools ","The robots would have to have closed programming only open to authorised people. It would be up to the school and manufacturers to do this","It would be up to teachers to monitor this and ensure that students aren’t over reliant on the tech.","The manufacturer would have to allow palms to allow smaller schools help in this regard. Longer payment plans may help.","Another tool to use to help students ","If it’s new tech it allows students to learn about this if they want to have a career in this area","Teaching could be more efficient ","It would be up to the teachers to use this tool and help integrate it with other tools so students have a wider perspective ","The manufacturer and teachers could have open session explaining how the tech works and have workshops for kids to let them see if they would like a career in this area","In order to be more efficient thr teachers could have good training to show them how to operate the tech. This would be up to the teachers to self develop. The tech could have training in build to support the teachers","They could be used as search tools to help students find answers and explain how some methods work. This would be good within science and maths","baxter","1",3,3,20,33,5,5,2,20,6,4,2,1,4,5,4,8,"12","8","12","12","12","12","12","12","11","12","11","6","5","1","2","0","1",NA,"0","0","1","Most of them do look childish or toy like. The more human like the more I feel the suit a teaching role","0","0","1","The smaller toys kids may fight over. The more human like would be better as I think they would be listened to more","1","0","0","0","I can see the novice being taught as it is childish in the extreme. The peers all look toy like which may help with a bond. The tutor looks as though it would do well and the teacher as they are human like I think","0","0","0","0","0","0",1,1,2,NA,"passed","passed","prolific"
"83",100,"True","02.04.24 13:39","EN","44750","1",38,"2","United Kingdom",0,1,1,0,0,0,"","Public school","",1,1,1,1,1,1,0,0,0,0,"",7,5,6,6,1,1,2,2,2,6,7,7,7,6,7,2,4,5,7,4,5,2.6,6.8,4.4,0,1,1,NA,NA,1,4,NA,"1","2",1,"4","Robot may not teach the children at the required level- their teaching may be pitched roo high or low.","Safe guarding risks","","Adults such as a head teacher or class teacher around the robot at all times.","Permission from the childrens parents for them to be taught be a robot","","Making learning more forward thinking for children","Robot will know all of the knowledge related to the subject being taught, whereas a teacher may have some gaps in their knowledge","","the headteacher would need to be forward thinking enough to allow robots in to the school","Teachers and pupils would need to feel comfortable having a robot in the classroom","","Teaching children about a particular topic.
Answering questions that the children ask that perhaps a teacher is unable to answer.
Taking the register","baxter","1",79,79,93,97,79,66,51,96,26,67,98,83,85,59,85,99,"7","3","1","5","3","4","5","1","2","2","11","3","1","79","40","26","90","","0","1","0","Animal robots appear less realistic so not suitable for adults","1","0","0","some softer appear like they would be softer spoken","1","0","0","0","","0","0","0","1","0","0",1,1,2,"","passed","passed","prolific"
"84",100,"True","03.04.24 03:09","EN","96985","1",43,"2","UK",0,0,1,1,1,0,"","Public school","",1,0,0,0,0,0,0,0,0,0,"",3,5,3,2,2,3,5,4,2,2,5,6,6,5,5,5,2,3,6,5,3,3.2,5.4,4.2,0,1,1,0,NA,5,3,NA,"2","2",7,"4","reducing in person contact","Teaching inaccurate or misleading things","Needing so much human guidance that they create rather than reduce workload","","","","Provide access to education for students who can't currently attend school","Automate mundane tasks, allowing human teachers to be creative or do more pastoral work","Reduce costs","","","","Could sit in the classroom to provide access for students not attending - for example, using them as cameras and microphones","baxter","1",1,9,26,64,15,1,8,21,2,3,43,54,1,5,1,78,"12","3","12","12","12","7","12","11","4","9","11","8","3","80","31","13","65","tidying the classroom","0","0","1","Cute robots are suitable for children. Humanoid robots are suitable for both. Creepy robots are not suitable. ","0","0","1","Robots which appear to emote are suitable for one person","1","0","0","0","Humanoid robots appear capable of communicating well enough to teach. Soft ones are more companionable. ","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"85",100,"True","03.04.24 03:17","EN","61545","1",39,"1","Netherlands",0,0,1,0,0,0,"","Public school","",1,1,0,0,0,1,0,0,0,0,"",5,4,5,5,4,2,2,1,2,5,5,6,6,5,4,7,5,2,7,5,4.6,2.4,5.2,5.2,0,1,1,0,NA,3,1,NA,"2","3",14,"4","The robot might have glitches or bugs. ","The robot might not understand a question if it is unrelated to a subject.","","Machines can always malfunction, so you might need a technician available at schools. The company providing these robots are responsible for reducing this risk.","The company providing the robots could extend the robots knowledge in different subjects","","I think the Robot will capture more attention","The robot has the patience to explain something over and over","the robot has all the knowledge to answer questions","I don't see how to increase the benefits stated above. The knowledge is already there. ","","","They could be used to check homework or tests. They can answer questions about problems the children are facing about school subjects. I think the means of using an educational robots are endless.","baxter","1",21,59,70,80,71,61,53,63,10,30,13,29,13,11,29,72,"12","5","12","8","12","12","12","12","12","11","12","10","4","91","4","10","68","","0","1","0","The neither group is just too scary or lifeless. The both group are the most human like so it can be used for children and adults. The adults robot group is a robot suitable for office/industrial work and the children group are the cutest robots which seems best suitable for little children.","1","0","0","I don't really know. It is just my feeling why I have put them in these groups. The neither group is not suitable at all in my opinion.","0","1","0","0","The teacher group is the most human like. The Tutee group looks a bit silly. The peers look like friendly helpers. And the tutors I can't really explain","0","0","0","0","0","0",1,1,2,"Some of the robots shown are too creepy for the kids.","passed","passed","prolific"
