"","Progress","Finished","RecordedDate","UserLanguage","ParticipantID","consent","age","gender","country","teach.age_1","teach.age_2","teach.age_3","teach.age_4","teach.age_5","teach.age_6","teach.age_6_TEXT","teach.school","teach.school_5_TEXT","teach.subject_1","teach.subject_2","teach.subject_3","teach.subject_4","teach.subject_5","teach.subject_6","teach.subject_7","teach.subject_8","teach.subject_9","teach.subject_10","teach.subject_10_TEXT","gators_RA1","gators_RA2","gators_RA3","gators_RA4","gators_RA5","gators_RA6","gators_RA7","gators_RA8","gators_RA9","gators_RA10","gators_RA11","gators_RA12","gators_RA13","gators_RA14","gators_RA15","gators_RA16","gators_RA17","gators_RA18","gators_RA19","gators_RA20","gators_pp","gators_pn","gators_sp","gators_sn","priorcontact.industrobot","priorcontact.domestrobot","priorcontact.socialrobot","priorcontact.otherrobot","priorcontactamount.industrobot","priorcontactamount.domestrobot","priorcontactamount.socialrobot","priorcontactamount.otherrobot","videos.amount","movies.amount","movies_seen","robots.skepticism","robot.risk_1","robot.risk_2","robot.risk_3","risk.mitigation_1","risk.mitigation_2","risk.mitigation_3","robot.benefit_1","robot.benefit_2","robot.benefit_3","benefit.mitigation_1","benefit.mitigation_2","benefit.mitigation_3","usecases.education","robot","robot_type","familiarrobot","familiarobjec","safety","competence","comfortable","friendliness","creepycute","badgood","physicalwarm","socialwarm","humanform","humanmotion","socialcompetence","socialness","socialintelligence","intelligence","ranksafety","rankcompetence","rankcomfortable","rankfriendliness","rankcreepycute","rankbadgood","rankphysicalwarmth","ranksocialwarmth","rankhumanform","ranksocialcompetence","ranksocial","ranksocialintelligence","rankintelligence","suitmath","suitdifftask","suitread","suitart","suitother","suitchildren","suitadults","suitageneither","why_age","suitindividual","suitgroups","suitindivgroupneither","why_group","suitteacher","suittutor","suitpeer","suitnovice","why_role","favoriteteacher1st","favoriteteacher2nd","favoriteteacher3rd","favoritestudent1st","favoritestudent2nd","favoritestudent3rd","Views","Viewssuit","totalviews","addthoughts","attentioncheck1","attentioncheck2","source"
"526",100,"True","02.04.24 09:53","EN","92964","1","28","1","spain",0,0,"0","0","1","0","","Private school","","0","0","0","1","0","0","0","0","0","0","",1,2,1,6,2,7,3,4,3,6,4,6,3,1,6,6,7,6,7,7,2.4,4.6,4,6.6,"1","1","1","0","4","5","2","","1","1",4,"1","make students asocial","","","the teacher making contact with the students more continuous. the teacher would be responsible. Being much more social than they are and paying more attention to the students' feelings","","","","","","","","","Organizing activities between students with socialization problems with more extroverted students. Perhaps an activity would be to bring together two students who have both characteristics with the robot and tell it about their concerns and if they could be friends.","blossom","2","7","28","40","20","17","54","51","70","16","56","26","15","15","15","49","17","5","2","5","6","6","5","3","10","11","4","6","10","8","40","46","48","47","No","1","0","0","Those that resemble animals for children and those ""more technical"" robots are more appropriate for adults.","1","0","0","Those that are very ugly are not useful for an educational context because I think they do not attract the attention of the students. More technical robots for the group would go well, while those that resemble stuffed animals are more suitable for a single individual.","0","0","0","1","Based on their appearance I have been designing their skills with the students",0,0,0,0,0,0,1,1,2,"No","passed","passed","prolific"
"527",100,"True","02.04.24 09:57","EN","75250","1","28","1","Hungary",0,0,"0","0","1","0","","Public school","","0","0","0","0","0","0","0","0","1","0","",4,5,4,7,1,1,1,1,1,1,7,7,7,7,5,7,6,4,7,7,4.2,1,6.6,6.2,"0","1","0",NA,"","4","","","3","3",11,"3","ethical concerns, eg. emotional support for the children","high initial costs","","the collaboration between using robots and humans needs to be balanced","i guess only time will fix this.","","enhanced accessibility","fair and equal education","","students with disabilities would benefit from this greatly.","poorer regions would benefit the most","","In poorer regions and for students with disabilities or learning difficulties, robots can be valuable educational resources, offering personalized learning support. It couild enhance remote learning opportunities as well","blossom","2","0","100","86","50","86","70","86","50","74","50","0","0","49","66","49","50","3","7","6","6","5","5","1","2","7","7","5","9","6","0","0","69","0","-","1","0","0","robots for children should be cute. More human-like robots suit better for adults, as they may scare the children.","1","1","0","i think all of them are suitable for groups. Well expect for the rubber duck. that is useless.","0","0","1","0","not really. it does not make too much sense. Adult-like robots should be teachers, that is for certain.",0,0,0,0,0,0,1,1,2,"not really","passed","passed","prolific"
"528",100,"True","02.04.24 10:00","EN","46815","1","61","2","England",0,1,"0","0","0","0","","Religious school","","1","1","0","1","0","0","0","0","0","0","",5,5,4,5,5,4,5,2,2,1,7,6,6,7,5,6,6,3,7,5,4.8,2.8,6.2,5.4,"0","1","1",NA,"","2","1","","3","3",4,"4","Giving children the wrong information if they did not understand the lesson.","Physical malfunction could hiut someone.","They could eventually lead to people losing their job.","Keep them away from emotional issues.","Have an easy cut of switch if things do go wrong.","","There could be more children given individual assistance if there were robots of the right kind.","They could carry out basic duties such as tidying, sharpening pencils and cleaning paint trays while humans carried on with a lesson.","There is the risk they may get things wrong and a child may be hurt.","Robot users could explain what qualities in a robot would help them.","Engineers could add skills that could be used on other areas.","","They could help in lessons with some subjects, carry out basic tasks and could befriend some children to an extent.","blossom","2","17","66","83","84","57","72","47","52","38","40","5","3","60","32","43","53","10","12","10","10","5","7","7","10","12","6","4","3","10","4","69","75","40","Listening to them if they have a problem","1","0","0","Some of the cuter ones seemed more suitable for children while the one in noether looks a little scary","1","1","0","It was hard to decide and some could be put in a different catagory on a different day.","0","0","1","0","The more human looking ones could be a substitution for the teacher.",0,0,0,0,0,0,2,1,3,"Not the robots but the survey took far too long. Had I known it would take an hour not the 30 minutes stated I would not have done it.","passed","passed","prolific"
"529",100,"True","02.04.24 10:02","EN","15438","1","54","2","United Kingdom",1,0,"0","0","0","0","","Public school","","0","0","0","0","0","0","0","0","0","1","eyfs",5,5,3,3,2,6,4,5,5,7,6,6,7,6,5,6,6,7,7,7,3.6,5.4,6,6.6,"0","0","0",NA,"","","","","1","1",1,"2","Children do not learn to interact with other people. Social skills are already being lost to technology and I think this will lead to more isolation and feelings of anxiety and depression ","Teaches will be out of a job.","Children will not learn in a variety of ways that suit their learning styles - it becomes a process","Having an adult in the room to support childen and to do some of the teaching","Tactile robots that could react to emotions of the children","","Uniform delivery of input.","Not easily distracted","","Brilliant programming","Understand emotions of the audience","","Delivering facts to older children and demonstating experiments etc. Helping with remote learing and ensuring a curriculum is delivered uniformly and on time. By suggesting ways to teach subjects as able to scan the interent quickly for ideas","blossom","2","1","1","77","8","82","25","98","67","21","14","5","30","25","24","23","25","6","7","6","3","4","7","4","2","7","6","4","5","6","41","66","24","1","Not really - take a register?","1","0","0","The appearance and therefor appeal to their audience","1","0","0","Again the appearance and what I imagine they might be used ford","1","0","0","0","I am not sure really it would depend how they were programmed",0,1,0,0,0,0,2,1,3,"","passed","passed","prolific"
"530",100,"True","02.04.24 10:03","EN","48144","1","42","1","England",0,0,"1","0","0","0","","Public school","","1","1","1","1","1","1","1","0","1","0","",4,3,4,5,2,3,4,2,3,4,4,6,4,6,4,6,6,6,5,3,3.6,3.2,4.8,5.2,"0","0","0","0","","","","","1","4",4,"3","","","","","","","","","","","","","I really don't have a full enough understanding of what a social robot is to be able to answer how it could be used.","blossom","2","1","1","77","1","87","55","96","85","12","22","1","5","1","4","1","1","8","10","1","3","1","1","3","1","8","1","3","1","8","1","45","20","18","No","1","0","0","The cute ones are very children friendly. The ones I put in both would be good for children but I feel may need some adult support. The neither ones are creepy!","1","1","0","Most of them would be useful either as a one-to-one object or in use as small groups","0","0","0","1","Many of them are simple interactive toys that children can interact with.",0,1,0,0,0,0,1,1,2,"No","passed","passed","prolific"
"531",100,"True","02.04.24 10:04","EN","75239","1","49","2","USA",1,1,"0","0","0","0","","Public school","","0","0","0","0","1","0","0","0","1","0","",7,6,7,7,7,1,1,1,1,1,7,7,7,7,7,2,7,1,3,4,6.8,1,7,3.4,"0","1","0","1","","1","","1","4","5",12,"5","Safety issues if Robots malfunction","","","","","","Greater opportunities for learning technology at a young age","Ability to watch children when the teacher is working on a lesson or has their back turned. ","Ability to fill in gaps in learning and to provide unique one on one learning","","","","They could be used as teacher assistants and yard monitors as well as other endless applications.  Depending on how advanced they are, they could essentially be another person in the classroom. ","blossom","2","11","83","100","99","99","100","100","100","100","100","6","17","100","99","100","50","8","9","10","9","8","8","6","5","10","8","8","7","8","46","93","93","94","Teaching conflict management","1","0","0","I think that the cute robots are best suited to charm kids, and the more universal looking ones are best for both.  The one looked dangerous, and I put it in the adult category.","1","1","0","Some of these seemed quite little and cuddly and I thought that they might be good for individual use more than a group of kids all wanting to hold it. ","0","1","0","0","I think the most human ones are the ones that would be best suited for teaching. ",0,0,0,0,0,0,2,1,3,"Thank you for letting me participate. ","passed","passed","prolific"
"532",100,"True","02.04.24 10:04","EN","19791","1","33","1","Italy",0,0,"0","0","1","0","","Public school","","0","0","0","1","0","0","0","0","0","0","Philosophy and History",3,3,4,3,3,4,7,6,4,5,5,5,4,4,4,6,5,4,7,7,3.2,5.2,4.4,5.8,"0",NA,"0","0","","","","","1","3",3,"3","might be awkward for kids to interact with them, also because interacting with a human will always be different","","","I'm sure somebody will find it useful for specific purposes even though I can't name one","","","same as before","","","","","","enhance social relationships with autistic kids? I don't know","blossom","2","13","8","17","9","12","12","52","31","7","14","6","2","8","14","7","7","9","12","7","3","3","7","8","4","3","8","11","6","9","13","33","12","9","","1","0","0","","1","0","0","","0","0","0","1","",0,0,0,0,0,0,1,1,2,"","passed","passed","prolific"
"533",100,"True","02.04.24 10:07","EN","83018","1","41","2","united kingdom",1,1,"0","0","0","0","","Public school","","0","1","0","0","0","0","0","0","0","0","",4,4,4,3,3,6,4,5,6,5,6,4,5,5,4,5,5,7,6,6,3.6,5.2,4.8,5.8,"0","1","0","0","","4","","","1","1",1,"2","less interaction with students","malfunction","loss of data","dont know","dont know","dont know","do mundane tasks","","","give them filing tasks to free up teachers time","","","they could engage with a group of children","blossom","2","9","8","33","46","57","45","70","50","55","53","18","31","31","34","30","36","3","11","2","7","4","8","5","3","9","4","6","8","11","30","66","51","25","n/a","1","0","0","the pones for children are based more on appearence","1","1","0","ones related to manual tasks more suitable for groups","0","0","1","0","n/a",1,0,0,1,0,0,1,1,2,"","passed","passed","prolific"
"534",100,"True","02.04.24 10:10","EN","16491","1","29","2","United Kingdom",0,1,"1","0","0","0","","Private school","","1","1","0","0","0","0","0","0","0","0","",4,4,1,3,4,5,4,3,5,4,2,5,4,2,4,6,3,7,5,4,3.2,4.2,3.4,5,"0","1","0",NA,"","2","","","1","2",3,"2","too much dependence on the robots","physical dangers eg the robots exploding","loss of human contact","only use to replace individual work, not group activities","only used in a specific class/for a specific amount of time","use at school not home for monitoring","could be useful for students who struggle with social interaction","could be useful for special needs students","could be useful for schools that are understaffed","i think that robots would need to be thoroughly tested","robots would need to be used selectively","the developer would need to be responsible for the robots","social robots could be very helpful for students with special education needs, eg autism or adhd. they could be built to target these needs eg shorted attention span. they could be used for language learning or stem, where the robot may be a tutor","blossom","2","0","0","52","51","24","33","0","31","0","32","0","0","52","50","50","51","10","12","10","11","12","11","11","9","11","11","11","9","11","23","20","65","20","n/a","1","0","0","i think the toy-like robots are more suitable for children, and the more machine-like ones could be scary to children","1","0","0","i used the size as a reference","1","0","0","0","the robots which look more machine-like are better as teachers",0,0,0,0,0,0,1,1,2,"no","passed","passed","prolific"
"535",100,"True","02.04.24 10:14","EN","67204","1","38","1","UK",0,0,"1","1","1","0","","Public school","","1","0","0","0","0","0","0","0","0","0","",5,4,4,5,1,3,3,2,2,4,5,6,5,4,5,5,4,3,4,4,3.8,2.8,5,4,"0","1","0","0","","2","","","1","1",9,"2","Students could cheat when it comes to completing assignments or homework tasks.  This means they will be less likely to know things well.","","","","","","","","","","","","Robots could be used to automate administration tasks.","blossom","2","5","63","72","19","48","51","37","44","4","47","5","9","12","5","6","16","8","9","9","11","9","11","9","7","8","6","6","6","9","6","3","3","3","None","0","0","1","The robots that can be useful for education are those that have the capacity (or look like they have the capacity) to speak and listen.","0","0","1","The robots that are suitable look like they can do something of use and/or talk","0","0","0","1","Those who would be taught by the students are more rudimental robots.",0,0,0,0,0,0,2,1,3,"","passed","passed","prolific"
"536",100,"True","02.04.24 10:15","EN","16477","1","30","2","Poland",0,0,"0","1","1","0","","Other, namely:","Tutoring, homeschooling","1","0","0","0","0","0","0","0","0","0","",4,5,4,3,2,5,5,5,5,3,6,5,5,6,5,6,5,6,6,6,3.6,4.6,5.4,5.8,"0","1","0","0","","3","","","2","2",2,"2","The robot can teach students bad words, bad attitudes they are programmed not to do","They can rebel and refuse to work","","The right programming can reduce the risk","The right programming can reduce the risk","","Speaking/talking partner","Doing routine activites with students","","They can be programmed to act as a speaking partner in language lessons. They can be programmed to only use the language level the students know","I don't really know","","Speaking activites in language classes, helping in cleaning the class after each class","blossom","2","1","45","81","11","81","66","78","86","27","10","0","0","10","20","18","10","6","10","4","6","5","8","7","7","8","9","9","6","8","15","73","74","15","","1","0","0","For children - robots that look like animals, toys, etc. Neither - this robot is too creepy and can't do anything.","1","1","0","Almost all are suitable for both","0","0","0","1","",0,0,0,0,0,0,2,1,3,"No","passed","passed","prolific"
"537",100,"True","02.04.24 10:26","EN","63999","1","45","2","UK",1,0,"0","0","0","0","","Public school","","0","1","1","1","1","1","0","0","0","0","",4,7,4,3,7,7,4,5,5,5,5,4,5,4,4,7,7,7,7,7,5,5.2,4.4,7,"0","0","0","0","","","","","1","2",4,"2","loss of jobs","robots not being flexible enough","","","","","","","","","",""," really dont know.  there are so many variables witrhin teaching that i dont know if a robot could meet those needs appropriately","blossom","2","0","28","47","48","58","55","55","55","57","63","48","48","47","48","48","47","4","7","9","9","2","8","9","9","8","7","11","10","11","56","71","61","52","pshe","1","0","0","most robots are more appealing to children","1","0","0","cuter ones seem for for one person","1","0","0","0","i imagined how a child would bet relate to each robot",0,0,0,0,0,0,1,1,2,"no","passed","passed","prolific"
"538",100,"True","02.04.24 10:32","EN","92120","1","45","1","UK",0,1,"0","0","0","0","","Public school","","1","1","1","0","1","1","0","0","0","0","",4,6,4,4,2,3,3,2,2,6,5,7,5,6,5,6,5,2,5,5,4,3.2,5.6,4.6,"0","0","1","0","","","2","","1","1",2,"3","I think some pupils might become over reliant on it.","It might also take the human element out of teaching to some extent.","","I think this risk could be mitigated by the class teacher ensuring they were only used for certain lessons/timetabled slots. I don't think the robots would need to change but rather they were used when there was a genuine need for them and not just have the pupils merely 'playing' with them.","I think the important thing for the teacher would be to remember they are still teacher and not a social robot. Children will have a range of needs such as emotional/behavioural that won't be addressed by a robot so the teacher as well as pupils shouldn't become over reliant on this technology. Lesson observations as to how it was used and implemented by senior leaders at the school could help to ensure this. Again, here I wouldn't see a need for robots to change rather than keeping a close eye on how and when they were used.","","It might help to engage children who are reluctant learners.","It can help to make sense of test data more quickly and accurately.","","Children who are reluctant learners/falling behind might be able to use social robots to a play a range of interactive educational games which cover the topics being covered in class in a different way. Each teacher could propose pupils that would benefit from their use and then the Head could have final say on allocation of these social robots.","Test data analysis could be undertaken more quickly than if done by a teacher. You could use robots to quickly get data on which questions were gotten incorrect by the highest percentage of pupils and use this information to re-teach key areas of uncertainty amongst the class. This could be further rolled out so it was adopted by a whole school to help support learning and bridge gaps as and where they appear in pupil's knowledge.","","I have covered some of my ideas on the previous page but in short I'd see their function to be both an educational tool through the use of interactive games and an assessment tool to enable teachers to quickly identify where their pupils are weak and need further support.","blossom","2","0","3","90","10","100","15","45","10","20","5","0","7","5","10","10","10","4","11","5","5","7","6","5","7","9","11","10","8","12","18","12","53","38","None","1","0","0","The children section is essentially the cuter more fluffy or otherwise child friendly robots. The ones I have put in both I consider to have more functional qualities and neither is where I consider them to neither be overly useful or cute!","1","0","0","Again the more fluffy cute robots I thought might be best for one person as they are more relatable perhaps and therefore might work better on a 1-to- basis. The group settings are bigger robots which I thought might captivate more people and the neither group again was for the robots that I felt added very little to either scenario.","1","0","0","0","The teacher telling students about things I went for robots that looked a bit more cute. Almost like a glove puppet helping the teacher to teach children things. The tutor guiding students through a task was where I went for the largely more mechanical robots and felt their physical appearance might lend itself to this and the two I went for peer work is the robots who I felt the children would most likely accept as a peer based on their appearance. I didn't feel that any were overly suitable for a novice.",0,0,0,0,0,0,3,1,4,"No.","passed","passed","prolific"
"539",100,"True","02.04.24 10:34","EN","62980","1","42","2","Ireland",0,0,"0","1","1","0","","Public school","","0","0","0","0","0","0","0","0","1","1","Business",5,5,4,5,3,3,5,4,4,6,6,6,6,6,5,5,4,3,6,4,4.4,4.4,5.8,4.4,"1","1","1",NA,"1","4","2","","3","3",5,"4","Equipment for robots become out dated in the classroom. ","The expense associated with robots. ","","Not sure. ","","","Gives students a chance to have fun and experiment with robots.","It allows students to have an inquiring mind and ask questions. ","Social robots in education may help with the various learning styles and engagement. ","Not sure.","","","They could be used to encourage students to write their own code and think about what task or outcome that they wish the robot to do. ","blossom","2","5","40","85","50","70","80","100","80","80","80","65","90","50","60","50","70","5","12","2","4","2","7","4","5","7","7","2","8","1","20","55","30","20","No idea.","1","0","0","The robots I think are suitable for the children are more teddy bear like and children relate to these. The robots suitable for adults look to be more mature.","1","0","0","Again, my thoughts on this is that the teddy looking robots could make an individual smile.","0","0","0","1","No idea just thinking what would be more age related.",0,0,0,0,0,0,3,1,4,"No, thank you!","passed","passed","prolific"
"540",100,"True","02.04.24 10:36","EN","46404","1","51","1","portugal",0,0,"0","1","1","0","","Public school","","0","0","0","1","0","0","0","0","0","0","",4,5,3,4,4,2,6,3,2,3,5,6,5,5,5,2,6,5,6,6,4,3.2,5.2,5,NA,"1","0",NA,"","2","","","2","3",8,"2","decrease of social interactions","limited response from robots to probems raised","","clearly define the tasksrobots should/could perform","avoid the development of robots that could replace people (mainly educators and other people at schools) responsible for education and socialization","","","","","","","","performing some experiences that might, otherwise, be risky for kids. 
","blossom","2","1","82","81","5","50","73","50","50","16","14","6","15","11","9","7","3","5","12","5","3","2","3","6","5","5","5","7","8","8","5","22","67","12","can not","1","0","0","robots with more ""competence"" (more able to interact) and who look less ""childish""might be useful with both adults and children. The moore limited in their capabilities are useless","1","0","0","the sameas before. The more abilities and capacity for interacting, the more useful in any context (alone or in group)","0","0","0","1","the most requiring tasks are better performed by most advanced robots. Those who can hardly interact are better  for ""being tought"" by children",0,0,0,0,0,0,1,1,2,"none","passed","passed","prolific"
"541",100,"True","02.04.24 10:36","EN","35504","1","40","2","UK",1,1,"1","0","0","0","","Public school","","0","1","1","1","1","1","0","0","0","0","",5,5,5,5,2,3,3,3,2,3,5,7,5,3,6,5,5,6,6,5,4.4,2.8,5.2,5.4,"0","1","1",NA,"","5","5","","2","2",3,"4","information may not be correct","privacy ","children become reliant on technology and are deskilled in some areas","checking sytems","puts measures in place, check storage and use of data, monitor ","use as a balance along with a full curriculum and opportunities to socialise and develop other skills ","Time saving","feedback and assessment ","Personalised learning","report and letter writing , always grammatically correct, saves time, idea generators will save teacher time ","robots can give students and children feedback and also understand how they can improve. Save teacher time.","deliver engaging and purposeful learning to 
children and students at their level and address misconceptions","to support learners with adaptive teaching, addressing misconception and further work on these areas. Ongoing assessments . Emotional support packages , STEM education ","blossom","2","86","86","72","73","90","88","83","76","77","82","21","10","64","84","62","66","5","10","3","4","5","8","6","4","4","8","10","7","7","29","57","37","34","emotional support ","1","0","0","more child friendly and accessible for children, more adult friendly ","1","0","0","due to size ","0","0","1","0","due to presence and size",0,0,0,0,0,0,1,1,2,"no","passed","passed","prolific"
"542",100,"True","02.04.24 10:38","EN","71932","1","41","2","UK",0,0,"0","0","1","0","","Public school","","0","0","1","0","0","0","0","0","0","0","",3,5,2,4,2,3,5,3,3,4,5,6,6,6,6,7,6,5,6,6,3.2,3.6,5.8,6,"0","1","0","0","","2","","","1","1",5,"2","They do not currently allow for critical thinking education ","Young people might not be able to tell the different between ","the constructors of the robots may have thir own adjends to influence children ","not sure ","not sure ","not sure ","","","","","","","to help support neurodiverse children with learning about social interctins ","blossom","2","0","0","26","12","32","13","36","42","0","9","0","0","11","2","7","16","12","8","9","12","5","3","7","12","8","2","7","12","9","14","25","62","42","","1","0","0","","1","0","0","","0","0","0","1","",0,0,0,0,0,0,1,1,2,"","passed","passed","prolific"
"543",100,"True","02.04.24 10:41","EN","66949","1","34","2","England, UK",0,1,"1","0","0","0","","Public school","","1","1","0","1","0","0","0","0","1","0","",4,5,5,5,4,4,5,4,3,5,6,6,5,6,5,5,5,5,6,6,4.6,4.2,5.6,5.4,"0","0","0","0","","","","","1","3",3,"4","Fear from students or parents, causing outrage/media issues for school.","","","Hold information sessions to ensure that people are informed of the realities and are therefore less likely to be afraid.","","","The chance to support learners when there are not enough adults to do so - for example, to support them with writing (spelling, word suggestions etc).","The chance for them to lead games or create opportunities for the children to interact with each other in the playground, as often they struggle and fall outs occur.","","They would need to be informed of the topic, with access to appropriate word banks or online dictionaries. They could be positioned to work with set children, so they can support them to achieve their best.","A teacher or lunch lady would need to monitor the robot, especially at first, until a clear role was established whereby the robot can instigate or describe games to include the children and to help given them structure.","","To provide support during writing lessons (spellings, word suggestions). 
To organise games or activities with children outside during lunchtime/breaktime.
They could help staff with planning lessons or inputting data.","blossom","2","3","4","67","41","65","43","83","59","59","43","38","65","36","42","35","33","7","6","5","6","2","2","2","3","8","7","2","4","8","1","69","85","55","as a friend","1","0","0","kids ones resemble animals or seem friendly.","1","1","0","Most would be suitable for both but some would be better one-on-one to maximise the bond they can establish","0","0","1","0","the more human-like would be best to teach as they are similar to what the children are used to",0,0,1,0,0,1,1,1,2,"na","passed","passed","prolific"
"544",100,"True","02.04.24 10:42","EN","74368","1","55","2","England",0,1,"1","0","0","0","","Public school","","1","1","0","0","0","0","0","0","0","0","",6,6,6,6,5,1,3,2,1,6,5,7,6,7,6,2,4,1,5,3,5.8,2.6,6.2,3,"0","0","0","0","","","","","1","3",5,"3","Children may not learn well enough how to interact with humans, as robots will often react  differently to humans eg. with facial expressions.  This can be a problem for autistic children who may struggle to recognise facial expressions.","","","The robots would need to have faces that moved accurately and were capable of expression. The designers would be responsible for this.","","","It would give children a way to practice social skills (particularly useful for those with communication problems).","It could be a great help with foreign language learners.","It could free up Teaching Assistant time.","The robots could be taught sign language.","Robots could have a translation app so that a foreign language student could speak to it in their own language.","","Foreign language students could practise their English.  Also, the reverse - students could practice a new language with the robot.","blossom","2","0","47","83","72","85","93","96","82","83","79","1","19","25","84","37","53","3","7","2","2","1","2","1","3","5","7","3","3","8","52","98","100","30","Practicing a language","1","0","0","I feel that most of the ones I chose for the 'children' group are things which would appeal to a child rather than an adult (perhaps because they are cute?)","1","1","0","The robot I chose for 'neither' is just odd-looking!","0","1","0","0","There is nothing intrinsic about the individual robots that made me choose them for this role - just that I think this is how ANY robot would be best used.",0,1,0,0,0,0,1,1,2,"","passed","passed","prolific"
"545",100,"True","02.04.24 10:47","EN","42616","1","40","2","UK",0,0,"0","0","1","0","","Public school","","1","0","0","0","0","0","0","0","0","0","",4,5,5,4,3,4,3,3,3,5,5,6,6,5,5,5,4,6,6,5,4.2,3.6,5.4,5.2,"1","1","0","0","2","4","","","1","2",2,"4","Unintential biasis when assessing students work","Errors in making assessments","","Testing","","","Ease workload","Quicker assessment marks for students","","","","","marking student work and providing feedback. possibily giving lectures","blossom","2","62","73","82","21","86","72","88","57","77","71","13","35","54","34","28","22","2","10","6","7","4","8","3","1","7","12","9","9","1","16","18","19","42","na","1","0","0","The ones for children are more childlike teddies","0","1","0","they are all ok for groups","0","0","0","1","grouped by level of competence",0,0,0,0,0,0,1,1,2,"no","passed","passed","prolific"
"546",100,"True","02.04.24 11:04","EN","30812","1","33","2","Poland ",1,1,"0","0","0","0","","Public school","","1","0","0","0","0","0","0","0","0","0","",3,5,2,3,2,3,6,6,6,7,2,3,5,6,3,6,7,6,7,6,3,5.6,3.8,6.4,"1","0","0",NA,"1","","","","1","1",5,"1","","","","","","","","","","","","","Don't see any","blossom","2","29","50","56","82","75","74","87","78","83","88","57","59","61","63","54","47","2","7","9","7","8","6","2","8","11","1","10","9","9","55","48","40","54","Don't know ","1","0","0","Looked like a toy for children","1","0","0","Fluffy for one person","0","1","0","0","Intution ",0,0,0,0,0,0,1,1,2,"","passed","passed","prolific"
"547",100,"True","02.04.24 11:05","EN","84724","1","36","2","uk",0,0,"0","1","0","0","","Public school","","0","0","0","0","1","0","0","0","0","0","",4,4,4,4,3,4,5,4,6,4,4,4,4,3,4,6,5,6,6,5,3.8,4.6,3.8,5.6,"0","1","0","0","","3","","","2","3",4,"2","Misinformed ","takes away from social human interaction","","Regulation ","Making sure that robots are always used to aid teaching not to replace human teaching","","Possible make education more engaging and interactive for pupils","Being able to do more tasks with support of a robot","","Being able to engage with pupils on emotional level?","","","in educational games, talking to younger pupils about good and undesirable behaviours?","blossom","2","0","100","50","30","80","50","60","50","50","80","0","10","25","50","50","25","8","8","3","7","2","5","4","5","7","6","5","8","8","10","50","80","10","Being a classroom aid to help facilitate a fun learning experience ","1","0","0","The children's ones are more like familiar toys and the the ones that could be children or adults are more human like","1","1","0","I feel all robots could be used in group settings but maybe the ones with computer screen are more suitable to individuals","0","1","0","0","",0,1,0,0,0,0,1,1,2,"no thank you, interesting study","passed","passed","prolific"
"548",100,"True","02.04.24 11:08","EN","45012","1","65","2","United Kingdom",1,1,"1","0","0","0","","Public school","","1","1","1","1","1","1","0","0","1","0","",4,3,2,2,4,6,3,2,5,2,6,6,5,6,4,5,4,6,5,5,3,3.6,5.4,5,"0","0","0","0","","","","","1","3",11,"3","less human interaction for younger children","less human control over content taught","","Robots used in groups rather than individuals interacting with them","Overarching responsibility, control over curriculum taught by humans","","students becoming more aware of and able to deal with robotics","Helping reduce teacher workload","","Specific lessons on robotics, programming etc","Specific jobs reserved for robots - where they are as effective as humans","","Monitoring students
Planning lessons
Collection and graphing of data","blossom","2","2","2","74","72","71","63","61","50","53","54","10","26","42","60","59","71","8","7","4","5","3","3","5","3","7","7","5","6","7","25","82","82","38","","1","0","0","robots which look like toys/cuddly toys are more suitable for young children - more human like robots could be used for both as both adults and children could relate to them","1","0","0","the more human like would maybe be a bit overpowering for one individual. some of the smaller robots seem to be made for one to one or small groups only as it's difficult to see a group interacting with them. those that are suitable for both might work in small groups as well as individually but this is hard to judge not knowing the capabilities of these robots","0","0","1","0","Again this is very difficult to assess without knowing the capabilities of the robots but the ones being taught by the pupils seem either to be programmable by the students or would act as another student for the child to teach.
those that work on tasks seem to be able to interact with the students as they are learning.",0,0,0,0,0,0,1,1,2,"I found it quite difficult to judge some of these robots without knowing more about what they were capable of","passed","passed","prolific"
"549",100,"True","02.04.24 11:12","EN","97738","1","39","1","UK",0,0,"0","1","1","0","","Public school","","0","1","0","0","0","0","0","0","0","0","",4,3,3,3,3,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,3.2,4.6,4.6,5,"0","1","0","0","","4","","","3","3",6,"2","Losing the benefits of human connection / the 'human touch'","Students becoming scared and/or disillusioned","Teachers feeling undermined or useless","Being used in minimal amounts","Proper training and supervision","Teachers being in control of the robots","","","","","","","I can't see a way that they would be beneficial. I think human connection is so important. Especially when it comes to young people.","blossom","2","1","2","33","2","2","2","3","15","3","3","2","2","3","3","2","2","3","12","9","10","11","11","9","12","10","10","6","10","11","2","2","2","3","no","0","0","1","The ones in the childrens category look like childrens TV characters. The ones in the neither category look very creepy. The one in the adult category looks too boring to keep children engaged.","1","1","0","I see no reason why all of them couldn't be used in groups or by an individual","0","0","0","1","The robots should always be subordinate to humans",0,0,0,0,0,0,1,1,2,"no","passed","passed","prolific"
